mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	crescendo_hairpin	decrescendo_hairpin	Ottava:8va
116	116	174	174	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	523		articStaccatoAbove											
116	116	349/2	349/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	524		articStaccatoAbove											
116	116	175	175	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	525		articStaccatoAbove											
116	116	174	174	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	526		articStaccatoBelow											
116	116	349/2	349/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	527		articStaccatoBelow											
116	116	175	175	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	528		articStaccatoBelow											
117	117	176	176	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24	1/16	2/3	529									29				
117	117	1057/6	1057/6	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24	1/16	2/3	530									29				
117	117	529/3	529/3	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24	1/16	2/3	531									29				
117	117	353/2	353/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	532													
117	117	176	176	0.5	1/8	1/8	Chord	3/8	1	3	1/8	1/8	1	533									30				
117	117	353/2	353/2	0.5	1/4	1/4	Chord	3/8	1	3	1/8	1/8	1	534													
117	117	351/2	351/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	535		articStaccatoBelow											
117	117	176	176	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	536		articStaccatoBelow											
117	117	353/2	353/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	537		articStaccatoBelow											
118	118	177	177	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	538		articStaccatoAbove											
118	118	355/2	355/2	1.0	1/8	1/8	Chord	3/8	1	1	1/4	1/4	1	539		articMarcatoAbove											
118	118	355/2	355/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	540		articStaccatoBelow											
118	118	178	178	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	541		articStaccatoBelow											
119	119	357/2	357/2	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	542													
119	119	357/2	357/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	543		articStaccatoAbove											
119	119	179	179	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	544		articStaccatoAbove											
119	119	359/2	359/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	545		articStaccatoAbove											
120	120	180	180	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	546													
120	120	361/2	361/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	547		articStaccatoBelow											
120	120	181	181	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	548		articStaccatoBelow											
120	120	180	180	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	549		articMarcatoAbove											
121	121	363/2	363/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	550		articStaccatoBelow											
121	121	182	182	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	551		articStaccatoBelow											
121	121	365/2	365/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	552		articStaccatoBelow											
121	121	363/2	363/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	553													
121	121	182	182	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	554		articStaccatoAbove											
121	121	365/2	365/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	555		articStaccatoAbove											
122	122	183	183	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	556		articStaccatoBelow											
122	122	367/2	367/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	557		articStaccatoBelow											
122	122	184	184	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	558		articStaccatoBelow											
122	122	183	183	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	559		articStaccatoAbove											
122	122	367/2	367/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	560		articStaccatoAbove											
122	122	184	184	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	561		articStaccatoAbove											
123	123	185	185	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24	1/16	2/3	562									31				
123	123	1111/6	1111/6	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24	1/16	2/3	563									31				
123	123	556/3	556/3	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24	1/16	2/3	564									31				
123	123	371/2	371/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	565													
123	123	185	185	0.5	1/8	1/8	Chord	3/8	1	3	1/8	1/8	1	566									32				
123	123	371/2	371/2	0.5	1/4	1/4	Chord	3/8	1	3	1/8	1/8	1	567													
123	123	369/2	369/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	568		articStaccatoAbove											
123	123	185	185	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	569		articAccentAbove											
124	124	186	186	0.0	0	0	Spanner	3/8	1	1	0															5	
124	124	186	186	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	570												5	
124	124	373/2	373/2	1.0	1/8	1/8	Chord	3/8	1	1	1/4	1/4	1	571		articAccentAbove										5	
124	124	373/2	373/2	0.16666666666666666	1/8	1/8	Chord	3/8	2	1	1/24	1/16	2/3	572									33				
124	124	560/3	560/3	0.16666666666666666	1/6	1/6	Chord	3/8	2	1	1/24	1/16	2/3	573									33				
124	124	1121/6	1121/6	0.16666666666666666	5/24	5/24	Chord	3/8	2	1	1/24	1/16	2/3	574									33				
124	124	187	187	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	575		articStaccatoBelow											
125	125	375/2	375/2	0.0	0	0	Spanner	3/8	1	1	0																
125	125	188	188	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24	1/16	2/3	576									34				
125	125	1129/6	1129/6	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24	1/16	2/3	577									34				
125	125	565/3	565/3	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24	1/16	2/3	578									34				
125	125	377/2	377/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	579		articStaccatoAbove											
125	125	188	188	0.5	1/8	1/8	Chord	3/8	1	3	1/8	1/8	1	580									35				
125	125	377/2	377/2	0.5	1/4	1/4	Chord	3/8	1	3	1/8	1/8	1	581													
125	125	375/2	375/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	582		articStaccatoAbove											
125	125	188	188	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	583		articAccentBelow											
126	126	189	189	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	584		articStaccatoAbove											
126	126	379/2	379/2	1.0	1/8	1/8	Chord	3/8	1	1	1/4	1/4	1	585		articAccentAbove											
126	126	379/2	379/2	0.16666666666666666	1/8	1/8	Chord	3/8	2	1	1/24	1/16	2/3	586									36				
126	126	569/3	569/3	0.16666666666666666	1/6	1/6	Chord	3/8	2	1	1/24	1/16	2/3	587									36				
126	126	1139/6	1139/6	0.16666666666666666	5/24	5/24	Chord	3/8	2	1	1/24	1/16	2/3	588									36				
126	126	190	190	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	589		articStaccatoBelow											
127	127	381/2	381/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	590													
127	127	191	191	0.0	1/8	1/8	Dynamic	3/8	1	1	0				pp												
127	127	191	191	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	591		articStaccatoAbove											
127	127	383/2	383/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	592		articStaccatoAbove											
127	127	381/2	381/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	593		articStaccatoBelow											
127	127	191	191	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	594		articAccentBelow											
128	128	192	192	0.0	0	0	Spanner	3/8	1	1	0														7		
128	128	192	192	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	595		articStaccatoAbove									7		
128	128	385/2	385/2	0.0	1/8	1/8	StaffText	3/8	1	1	0						<i>accel.</i>								7		
128	128	385/2	385/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	596		articStaccatoAbove									7		
128	128	193	193	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	597		articStaccatoAbove									7		
128	128	192	192	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	598													
128	128	193	193	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	599		articStaccatoBelow											
129	129	387/2	387/2	0.0	0	0	Spanner	3/8	1	1	0																
129	129	387/2	387/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	600		articMarcatoAbove											
129	129	194	194	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	601		articStaccatoAbove											
129	129	389/2	389/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	602		articStaccatoAbove											
129	129	387/2	387/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	603		articStaccatoBelow											
129	129	194	194	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	604		articStaccatoBelow											
129	129	389/2	389/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	605		articStaccatoBelow											
130	130	195	195	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	606		articStaccatoAbove											
130	130	391/2	391/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	607		articStaccatoAbove											
130	130	196	196	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	608		articStaccatoAbove											
130	130	195	195	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	609		articStaccatoBelow											
130	130	391/2	391/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	610		articStaccatoBelow											
130	130	196	196	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	611		articStaccatoBelow											
131	131	393/2	393/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	612		articMarcatoAbove											
131	131	197	197	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	613		articStaccatoAbove											
131	131	395/2	395/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	614		articStaccatoAbove											
131	131	393/2	393/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	615		articStaccatoBelow											
131	131	197	197	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	616		articStaccatoBelow											
131	131	395/2	395/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	617		articStaccatoBelow											
132	132	198	198	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	618		articStaccatoAbove											
132	132	397/2	397/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	619		articStaccatoAbove											
132	132	199	199	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	620		articStaccatoAbove											
132	132	198	198	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	621		articStaccatoBelow											
132	132	397/2	397/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	622		articStaccatoBelow											
132	132	199	199	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	623		articStaccatoBelow											
133	133	399/2	399/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	624		articMarcatoAbove											
133	133	200	200	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	625		articStaccatoAbove											
133	133	401/2	401/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	626		articStaccatoAbove											
133	133	399/2	399/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	627		articStaccatoBelow											
133	133	200	200	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	628		articStaccatoBelow											
133	133	401/2	401/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	629		articStaccatoBelow											
134	134	201	201	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	630		articMarcatoAbove											
134	134	403/2	403/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	631		articStaccatoAbove											
134	134	202	202	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	632		articStaccatoAbove											
134	134	201	201	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	633		articStaccatoBelow											
134	134	403/2	403/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	634		articStaccatoBelow											
134	134	202	202	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	635		articStaccatoBelow											
135	135	405/2	405/2	0.0	0	0	Tempo	3/8	1	1	0							𝅘𝅥.=160	240.0	𝅘𝅥.	160.0	1.0					
135	135	405/2	405/2	0.0	0	0	Dynamic	3/8	1	1	0				ff												
135	135	405/2	405/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	636		articStaccatoAbove											
135	135	203	203	0.0	1/8	1/8	StaffText	3/8	1	1	0						<i>dim.</i>										
135	135	203	203	0.0	1/8	1/8	Spanner	3/8	1	1	0															6	
135	135	203	203	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	637		articStaccatoAbove										6	
135	135	407/2	407/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	638		articStaccatoAbove										6	
135	135	405/2	405/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	639		articStaccatoBelow											
135	135	203	203	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	640		articStaccatoBelow											
135	135	407/2	407/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	641		articStaccatoBelow											
136	136	204	204	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	642		articStaccatoAbove										6	
136	136	409/2	409/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	643		articStaccatoAbove										6	
136	136	205	205	0.0	1/4	1/4	Spanner	3/8	1	1	0																
136	136	205	205	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	644		articStaccatoAbove											
136	136	204	204	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	645		articStaccatoBelow											
136	136	409/2	409/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	646		articStaccatoBelow											
136	136	205	205	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	647		articStaccatoBelow											
137	137	411/2	411/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	648		articStaccatoAbove											
137	137	206	206	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	649		articStaccatoAbove											
137	137	413/2	413/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	650		articStaccatoAbove											
137	137	411/2	411/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	651		articStaccatoBelow											
137	137	206	206	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	652		articStaccatoBelow											
137	137	413/2	413/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	653		articStaccatoBelow											
138	138	207	207	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	654		articStaccatoAbove											
138	138	415/2	415/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	655		articStaccatoAbove											
138	138	208	208	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	656		articStaccatoAbove											
138	138	207	207	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	657		articStaccatoBelow											
138	138	415/2	415/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	658		articStaccatoBelow											
138	138	208	208	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	659		articStaccatoBelow											
139	139	417/2	417/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	660		articStaccatoAbove											
139	139	209	209	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	661		articStaccatoAbove											
139	139	419/2	419/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	662		articStaccatoAbove											
139	139	417/2	417/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	663		articStaccatoBelow											
139	139	209	209	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	664		articStaccatoBelow											
139	139	419/2	419/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	665		articStaccatoBelow											
140	140	210	210	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	666		articStaccatoAbove											
140	140	421/2	421/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	667		articStaccatoAbove											
140	140	211	211	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	668		articStaccatoAbove											
140	140	210	210	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	669		articStaccatoBelow											
140	140	421/2	421/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	670		articStaccatoBelow											
140	140	211	211	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	671		articStaccatoBelow											
141	141	423/2	423/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	672		articStaccatoAbove											
141	141	212	212	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	673		articStaccatoAbove											
141	141	425/2	425/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	674		articStaccatoAbove											
141	141	423/2	423/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	675		articStaccatoBelow											
141	141	212	212	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	676		articStaccatoBelow											
141	141	425/2	425/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	677		articStaccatoBelow											
142	142	213	213	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	678		articStaccatoAbove											
142	142	427/2	427/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	679		articStaccatoAbove											
142	142	214	214	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	680		articStaccatoAbove											
142	142	213	213	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	681		articStaccatoBelow											
142	142	427/2	427/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	682		articStaccatoBelow											
142	142	214	214	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	683		articStaccatoBelow											
143	143	429/2	429/2	0.0	0	0	Tempo	3/8	1	1	0							𝅘𝅥.=176	264.0	𝅘𝅥.	176.0	1.0					
143	143	429/2	429/2	0.0	0	0	Dynamic	3/8	1	1	0				pp												
143	143	429/2	429/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	684		articStaccatoAbove											
143	143	429/2	429/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	685		articStaccatoBelow											
143	143	215	215	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	686		articStaccatoBelow											
143	143	431/2	431/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	687		articStaccatoBelow											
144	144	435/2	435/2	0.0	3/8	3/8	StaffText	3/8	1	1	0						<i>poco a poco rit.</i>										
144	144	216	216	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	688		articStaccatoBelow											
144	144	433/2	433/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	689		articStaccatoBelow											
144	144	217	217	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	690		articStaccatoBelow											
145	145	435/2	435/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	691		articStaccatoBelow											
145	145	218	218	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	692		articStaccatoBelow											
145	145	437/2	437/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	693		articStaccatoBelow											
146	146	219	219	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	694		articStaccatoBelow											
146	146	439/2	439/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	695		articStaccatoBelow											
146	146	220	220	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	696		articStaccatoBelow											
147	147	441/2	441/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	697		articTenutoBelow											
147	147	221	221	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	698		articStaccatoBelow											
147	147	443/2	443/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	699		articStaccatoBelow											
148	148	222	222	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	700		articStaccatoBelow											
148	148	445/2	445/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	701		articStaccatoBelow											
148	148	223	223	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	702		articStaccatoBelow											
149	149	447/2	447/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	703		articStaccatoBelow											
149	149	224	224	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	704		articStaccatoBelow											
149	149	449/2	449/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	705		articStaccatoBelow											
150	150	453/2	453/2	0.0	3/8	3/8	StaffText	3/8	1	1	0						<i>al</i>										
150	150	225	225	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	706		articStaccatoBelow											
150	150	451/2	451/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	707		articStaccatoBelow											
150	150	226	226	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	708		articStaccatoBelow											
151	151	453/2	453/2	0.0	0	0	Tempo	3/8	1	1	0							𝅘𝅥.=144	216.0	𝅘𝅥.	144.0	1.0					
151	151	453/2	453/2	0.0	0	0	Dynamic	3/8	2	1	0				pp												
151	151	453/2	453/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24	1/16	2/3	709		articAccentBelow							37				
151	151	680/3	680/3	0.0	1/24	1/24	StaffText	3/8	2	1	0						<i>volante</i>						37				
151	151	680/3	680/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24	1/16	2/3	710									37				
151	151	1361/6	1361/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24	1/16	2/3	711									37				
151	151	227	227	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	712													
152	152	228	228	0.16666666666666666	0	0	Chord	3/8	1	1	1/24	1/16	2/3	713		articAccentAbove							38				
152	152	1369/6	1369/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24	1/16	2/3	714									38				
152	152	685/3	685/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24	1/16	2/3	715									38				
152	152	457/2	457/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	716													
153	153	459/2	459/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24	1/16	2/3	717		articAccentBelow							39				
153	153	689/3	689/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24	1/16	2/3	718									39				
153	153	1379/6	1379/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24	1/16	2/3	719									39				
153	153	230	230	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	720													
154	154	231	231	0.16666666666666666	0	0	Chord	3/8	1	1	1/24	1/16	2/3	721		articAccentAbove							40				
154	154	1387/6	1387/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24	1/16	2/3	722									40				
154	154	694/3	694/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24	1/16	2/3	723									40				
154	154	463/2	463/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	724													
155	155	465/2	465/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24	1/16	2/3	725		articAccentAbove							41				
155	155	698/3	698/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24	1/16	2/3	726									41				
155	155	1397/6	1397/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24	1/16	2/3	727									41				
155	155	233	233	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	728													
156	156	234	234	0.16666666666666666	0	0	Chord	3/8	1	1	1/24	1/16	2/3	729		articAccentBelow							42				
156	156	1405/6	1405/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24	1/16	2/3	730									42				
156	156	703/3	703/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24	1/16	2/3	731									42				
156	156	469/2	469/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	732													
157	157	471/2	471/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24	1/16	2/3	733		articAccentAbove							43				
157	157	707/3	707/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24	1/16	2/3	734									43				
157	157	1415/6	1415/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24	1/16	2/3	735									43				
157	157	236	236	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	736													
158	158	237	237	0.16666666666666666	0	0	Chord	3/8	1	1	1/24	1/16	2/3	737		articAccentAbove							44				
158	158	1423/6	1423/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24	1/16	2/3	738									44				
158	158	712/3	712/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24	1/16	2/3	739									44				
158	158	475/2	475/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	740													
159	159	477/2	477/2	0.0	0	0	StaffText	3/8	1	1	0						<i>poco   a   poco   cresc.</i>										
159	159	477/2	477/2	0.0	0	0	Spanner	3/8	1	1	0														8		
159	159	239	239	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	741									45		8		
159	159	957/4	957/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	742									45		8		
159	159	479/2	479/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	743									45		8		
159	159	959/4	959/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	744											8		
159	159	477/2	477/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24	1/16	2/3	745		articAccentAbove							46				
159	159	716/3	716/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24	1/16	2/3	746									46				
159	159	1433/6	1433/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24	1/16	2/3	747									46				
159	159	239	239	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	748													
160	160	481/2	481/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	749									47		8		
160	160	963/4	963/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	750									47		8		
160	160	241	241	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	751									47		8		
160	160	965/4	965/4	0.0	5/16	5/16	Spanner	3/8	1	1	0																
160	160	965/4	965/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	752													
160	160	240	240	0.16666666666666666	0	0	Chord	3/8	2	1	1/24	1/16	2/3	753		articMarcatoAbove							48				
160	160	1441/6	1441/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24	1/16	2/3	754									48				
160	160	721/3	721/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24	1/16	2/3	755									48				
